Request On,Departure - Destination,Departure Date,Stop,Departure Time - Arrival Time (Price)
14/12/2021 05:07:08,PEN - SDK,12/17/2021,1 stop,20:50 - 09:10 (RM622.10)
14/12/2021 05:07:08,PEN - SDK,12/17/2021,1 stop,20:50 - 13:50 (RM702.10)
14/12/2021 05:07:08,PEN - SDK,12/17/2021,1 stop,23:10 - 13:50 (RM702.10)
14/12/2021 05:07:08,PEN - SDK,12/17/2021,1 stop,23:10 - 09:10 (RM622.10)
14/12/2021 05:07:34,PEN - TGG,12/17/2021,1 stop,08:05 - 13:50 (RM356.11)
14/12/2021 05:07:34,PEN - TGG,12/17/2021,1 stop,08:05 - 20:05 (RM456.10)
14/12/2021 05:07:34,PEN - TGG,12/17/2021,1 stop,12:30 - 20:05 (RM456.10)
14/12/2021 05:07:34,PEN - TGG,12/17/2021,1 stop,15:30 - 20:05 (RM412.10)
14/12/2021 05:07:34,PEN - TGG,12/17/2021,1 stop,16:45 - 09:05 (RM346.10)
14/12/2021 05:07:34,PEN - TGG,12/17/2021,1 stop,19:25 - 09:05 (RM282.10)
14/12/2021 05:07:34,PEN - TGG,12/17/2021,1 stop,20:50 - 09:05 (RM282.10)
14/12/2021 05:07:34,PEN - TGG,12/17/2021,1 stop,20:50 - 13:50 (RM312.11)
14/12/2021 05:07:34,PEN - TGG,12/17/2021,1 stop,23:10 - 09:05 (RM282.10)
14/12/2021 05:07:34,PEN - TGG,12/17/2021,1 stop,23:10 - 13:50 (RM312.11)
14/12/2021 05:07:49,PEN - TWU,12/17/2021,1 stop,08:05 - 14:05 (RM696.10)
14/12/2021 05:07:49,PEN - TWU,12/17/2021,1 stop,08:05 - 18:25 (RM856.10)
14/12/2021 05:07:49,PEN - TWU,12/17/2021,1 stop,08:05 - 16:15 (RM946.10)
14/12/2021 05:07:49,PEN - TWU,12/17/2021,1 stop,08:05 - 20:40 (RM776.10)
14/12/2021 05:07:49,PEN - TWU,12/17/2021,1 stop,12:30 - 20:40 (RM776.10)
14/12/2021 05:07:49,PEN - TWU,12/17/2021,1 stop,12:30 - 18:25 (RM856.10)
14/12/2021 05:07:49,PEN - TWU,12/17/2021,1 stop,20:50 - 09:55 (RM566.10)
14/12/2021 05:07:49,PEN - TWU,12/17/2021,1 stop,20:50 - 09:15 (RM566.10)
14/12/2021 05:07:49,PEN - TWU,12/17/2021,1 stop,23:10 - 09:15 (RM522.10)
14/12/2021 05:07:49,PEN - TWU,12/17/2021,1 stop,23:10 - 09:55 (RM522.10)
14/12/2021 05:08:15,SDK - BKI,12/17/2021,Direct,09:30 - 10:20 (RM104.00)
14/12/2021 05:08:15,SDK - BKI,12/17/2021,Direct,11:35 - 12:25 (RM134.00)
14/12/2021 05:08:15,SDK - BKI,12/17/2021,Direct,12:50 - 13:40 (RM134.00)
14/12/2021 05:08:15,SDK - BKI,12/17/2021,Direct,14:00 - 14:50 (RM134.00)
14/12/2021 05:08:33,SDK - BTU,12/17/2021,1 stop,09:30 - 14:25 (RM530.23)
14/12/2021 05:08:58,SDK - JHB,12/17/2021,1 stop,12:50 - 23:50 (RM733.12)
14/12/2021 05:08:58,SDK - JHB,12/17/2021,1 stop,14:00 - 23:50 (RM733.12)
14/12/2021 05:09:12,SDK - KBR,12/17/2021,1 stop,09:35 - 15:35 (RM936.11)
14/12/2021 05:09:12,SDK - KBR,12/17/2021,1 stop,09:35 - 20:05 (RM996.10)
14/12/2021 05:09:12,SDK - KBR,12/17/2021,1 stop,09:35 - 18:15 (RM936.11)
14/12/2021 05:09:12,SDK - KBR,12/17/2021,1 stop,09:35 - 17:25 (RM936.11)
14/12/2021 05:09:12,SDK - KBR,12/17/2021,1 stop,16:15 - 08:25 (RM566.10)
14/12/2021 05:09:12,SDK - KBR,12/17/2021,1 stop,16:15 - 09:20 (RM586.10)
14/12/2021 05:09:12,SDK - KBR,12/17/2021,1 stop,18:45 - 15:50 (RM566.10)
14/12/2021 05:09:12,SDK - KBR,12/17/2021,1 stop,18:45 - 08:25 (RM566.10)
14/12/2021 05:09:12,SDK - KBR,12/17/2021,1 stop,18:45 - 09:20 (RM586.10)
14/12/2021 05:09:12,SDK - KBR,12/17/2021,1 stop,18:45 - 13:35 (RM566.10)
14/12/2021 05:09:26,SDK - KCH,12/17/2021,1 stop,09:30 - 19:20 (RM407.58)
14/12/2021 05:09:26,SDK - KCH,12/17/2021,1 stop,"09:35 - 22:00 (RM1,280.02)"
14/12/2021 05:09:26,SDK - KCH,12/17/2021,1 stop,"09:35 - 18:20 (RM2,157.38)"
14/12/2021 05:09:26,SDK - KCH,12/17/2021,1 stop,11:35 - 19:20 (RM437.58)
14/12/2021 05:09:26,SDK - KCH,12/17/2021,1 stop,12:50 - 19:20 (RM437.58)
14/12/2021 05:09:26,SDK - KCH,12/17/2021,1 stop,14:00 - 19:20 (RM437.58)
14/12/2021 05:09:26,SDK - KCH,12/17/2021,1 stop,"18:45 - 10:55 (RM1,808.32)"
14/12/2021 05:09:40,SDK - KUL,12/17/2021,Direct,09:35 - 12:15 (RM714.30)
14/12/2021 05:09:40,SDK - KUL,12/17/2021,Direct,16:15 - 18:50 (RM344.30)
14/12/2021 05:09:40,SDK - KUL,12/17/2021,Direct,18:45 - 21:30 (RM344.30)
14/12/2021 05:10:06,SDK - LGK,12/17/2021,1 stop,09:35 - 15:25 (RM966.11)
14/12/2021 05:10:06,SDK - LGK,12/17/2021,1 stop,09:35 - 16:05 (RM966.11)
14/12/2021 05:10:06,SDK - LGK,12/17/2021,1 stop,09:35 - 19:55 (RM966.11)
14/12/2021 05:10:06,SDK - LGK,12/17/2021,1 stop,09:35 - 18:55 (RM916.11)
14/12/2021 05:10:06,SDK - LGK,12/17/2021,1 stop,16:15 - 08:20 (RM776.10)
14/12/2021 05:10:06,SDK - LGK,12/17/2021,1 stop,"18:45 - 09:05 (RM1,056.10)"
14/12/2021 05:10:06,SDK - LGK,12/17/2021,1 stop,18:45 - 08:20 (RM776.10)
14/12/2021 05:10:06,SDK - LGK,12/17/2021,1 stop,18:45 - 10:55 (RM726.10)
14/12/2021 05:10:06,SDK - LGK,12/17/2021,1 stop,"18:45 - 09:30 (RM1,056.10)"
14/12/2021 05:10:06,SDK - LGK,12/17/2021,1 stop,18:45 - 09:55 (RM636.10)
14/12/2021 05:10:19,SDK - MYY,12/17/2021,1 stop,09:30 - 17:30 (RM605.70)
14/12/2021 05:10:19,SDK - MYY,12/17/2021,1 stop,11:35 - 17:30 (RM635.70)
14/12/2021 05:10:19,SDK - MYY,12/17/2021,1 stop,12:50 - 17:30 (RM635.70)
14/12/2021 05:10:19,SDK - MYY,12/17/2021,1 stop,14:00 - 17:30 (RM635.70)
14/12/2021 05:10:31,SDK - PEN,12/17/2021,1 stop,09:35 - 16:20 (RM936.11)
14/12/2021 05:10:31,SDK - PEN,12/17/2021,1 stop,09:35 - 20:25 (RM916.11)
14/12/2021 05:10:31,SDK - PEN,12/17/2021,1 stop,09:35 - 15:05 (RM872.11)
14/12/2021 05:10:31,SDK - PEN,12/17/2021,1 stop,09:35 - 22:45 (RM916.11)
14/12/2021 05:10:31,SDK - PEN,12/17/2021,1 stop,09:35 - 19:00 (RM916.11)
14/12/2021 05:10:31,SDK - PEN,12/17/2021,1 stop,16:15 - 07:40 (RM502.10)
14/12/2021 05:10:31,SDK - PEN,12/17/2021,1 stop,16:15 - 22:45 (RM546.10)
14/12/2021 05:10:31,SDK - PEN,12/17/2021,1 stop,18:45 - 10:55 (RM502.10)
14/12/2021 05:10:31,SDK - PEN,12/17/2021,1 stop,18:45 - 07:40 (RM502.10)
14/12/2021 05:10:31,SDK - PEN,12/17/2021,1 stop,18:45 - 12:35 (RM546.10)
14/12/2021 05:11:10,SDK - TGG,12/17/2021,1 stop,"09:35 - 20:05 (RM1,036.10)"
14/12/2021 05:11:10,SDK - TGG,12/17/2021,1 stop,16:15 - 09:05 (RM536.10)
14/12/2021 05:11:10,SDK - TGG,12/17/2021,1 stop,16:15 - 13:50 (RM566.10)
14/12/2021 05:11:10,SDK - TGG,12/17/2021,1 stop,18:45 - 09:05 (RM536.10)
14/12/2021 05:11:10,SDK - TGG,12/17/2021,1 stop,18:45 - 13:50 (RM566.10)
14/12/2021 05:11:24,SDK - TWU,12/17/2021,1 stop,09:30 - 16:10 (RM481.00)
14/12/2021 05:11:24,SDK - TWU,12/17/2021,1 stop,09:30 - 15:00 (RM481.00)
14/12/2021 05:11:24,SDK - TWU,12/17/2021,1 stop,11:35 - 16:10 (RM511.00)
14/12/2021 05:11:24,SDK - TWU,12/17/2021,1 stop,11:35 - 15:00 (RM511.00)
14/12/2021 05:11:24,SDK - TWU,12/17/2021,1 stop,12:50 - 16:10 (RM511.00)
14/12/2021 05:11:37,SBW - AOR,12/17/2021,1 stop,"09:35 - 19:40 (RM1,696.10)"
14/12/2021 05:11:37,SBW - AOR,12/17/2021,1 stop,"09:35 - 17:45 (RM1,716.10)"
14/12/2021 05:11:37,SBW - AOR,12/17/2021,1 stop,21:55 - 12:15 (RM466.10)
14/12/2021 05:11:37,SBW - AOR,12/17/2021,1 stop,21:55 - 07:55 (RM446.10)
14/12/2021 05:11:37,SBW - AOR,12/17/2021,1 stop,21:55 - 17:45 (RM446.10)
14/12/2021 05:11:51,SBW - BKI,12/17/2021,Direct,12:25 - 13:40 (RM554.30)
14/12/2021 05:12:28,SBW - JHB,12/17/2021,Direct,19:45 - 21:20 (RM324.30)
14/12/2021 05:12:41,SBW - KBR,12/17/2021,1 stop,"09:35 - 20:05 (RM1,816.10)"
14/12/2021 05:12:41,SBW - KBR,12/17/2021,1 stop,"09:35 - 18:15 (RM1,756.10)"
14/12/2021 05:12:41,SBW - KBR,12/17/2021,1 stop,"09:35 - 15:35 (RM1,756.10)"
14/12/2021 05:12:41,SBW - KBR,12/17/2021,1 stop,"09:35 - 17:25 (RM1,756.10)"
14/12/2021 05:12:41,SBW - KBR,12/17/2021,1 stop,"09:35 - 14:45 (RM1,706.10)"
14/12/2021 05:12:41,SBW - KBR,12/17/2021,1 stop,21:55 - 09:20 (RM526.10)
14/12/2021 05:12:41,SBW - KBR,12/17/2021,1 stop,21:55 - 08:25 (RM506.11)
14/12/2021 05:12:41,SBW - KBR,12/17/2021,1 stop,21:55 - 15:50 (RM506.11)
14/12/2021 05:12:41,SBW - KBR,12/17/2021,1 stop,21:55 - 13:35 (RM506.11)
14/12/2021 05:12:41,SBW - KBR,12/17/2021,1 stop,21:55 - 16:55 (RM506.11)
14/12/2021 05:12:54,SBW - KCH,12/17/2021,Direct,10:40 - 11:20 (RM244.00)
14/12/2021 05:12:54,SBW - KCH,12/17/2021,Direct,14:50 - 15:30 (RM244.00)
14/12/2021 05:12:54,SBW - KCH,12/17/2021,Direct,17:50 - 18:30 (RM244.00)
14/12/2021 05:12:54,SBW - KCH,12/17/2021,Direct,20:00 - 20:40 (RM244.00)
14/12/2021 05:13:07,SBW - KUL,12/17/2021,Direct,"09:35 - 11:30 (RM1,534.30)"
14/12/2021 05:13:07,SBW - KUL,12/17/2021,Direct,21:55 - 23:50 (RM284.30)
14/12/2021 05:13:33,SBW - LGK,12/17/2021,1 stop,"09:35 - 16:05 (RM1,786.10)"
14/12/2021 05:13:33,SBW - LGK,12/17/2021,1 stop,"09:35 - 18:55 (RM1,736.10)"
14/12/2021 05:13:33,SBW - LGK,12/17/2021,1 stop,"09:35 - 19:55 (RM1,786.10)"
14/12/2021 05:13:33,SBW - LGK,12/17/2021,1 stop,"09:35 - 14:35 (RM1,786.10)"
14/12/2021 05:13:33,SBW - LGK,12/17/2021,1 stop,"09:35 - 15:25 (RM1,786.10)"
14/12/2021 05:13:33,SBW - LGK,12/17/2021,1 stop,21:55 - 09:30 (RM996.10)
14/12/2021 05:13:33,SBW - LGK,12/17/2021,1 stop,21:55 - 09:05 (RM996.10)
14/12/2021 05:13:33,SBW - LGK,12/17/2021,1 stop,21:55 - 10:55 (RM666.10)
14/12/2021 05:13:33,SBW - LGK,12/17/2021,1 stop,21:55 - 08:20 (RM716.11)
14/12/2021 05:13:33,SBW - LGK,12/17/2021,1 stop,21:55 - 09:55 (RM576.10)
14/12/2021 05:14:37,SBW - TGG,12/17/2021,1 stop,"09:35 - 20:05 (RM1,856.09)"
14/12/2021 05:14:37,SBW - TGG,12/17/2021,1 stop,21:55 - 13:50 (RM506.11)
14/12/2021 05:14:37,SBW - TGG,12/17/2021,1 stop,21:55 - 09:05 (RM476.10)
14/12/2021 05:14:50,SBW - TWU,12/17/2021,1 stop,12:25 - 16:10 (RM900.60)
14/12/2021 05:15:01,TGG - AOR,12/17/2021,1 stop,09:30 - 19:40 (RM306.10)
14/12/2021 05:15:01,TGG - AOR,12/17/2021,1 stop,09:30 - 17:45 (RM336.10)
14/12/2021 05:15:01,TGG - AOR,12/17/2021,1 stop,14:15 - 19:40 (RM306.10)
14/12/2021 05:15:01,TGG - AOR,12/17/2021,1 stop,14:15 - 07:55 (RM286.09)
14/12/2021 05:15:01,TGG - AOR,12/17/2021,1 stop,20:30 - 07:55 (RM286.09)
14/12/2021 05:15:01,TGG - AOR,12/17/2021,1 stop,20:30 - 12:15 (RM336.10)
14/12/2021 05:15:27,TGG - BTU,12/17/2021,1 stop,09:30 - 18:25 (RM506.10)
14/12/2021 05:15:27,TGG - BTU,12/17/2021,1 stop,14:15 - 08:35 (RM352.10)
14/12/2021 05:15:27,TGG - BTU,12/17/2021,1 stop,20:30 - 08:35 (RM352.10)
14/12/2021 05:15:27,TGG - BTU,12/17/2021,1 stop,20:30 - 16:25 (RM506.10)
14/12/2021 05:15:51,TGG - JHB,12/17/2021,1 stop,09:30 - 13:35 (RM163.00)
14/12/2021 05:15:51,TGG - JHB,12/17/2021,1 stop,09:30 - 23:50 (RM163.00)
14/12/2021 05:15:51,TGG - JHB,12/17/2021,1 stop,14:15 - 23:50 (RM163.00)
14/12/2021 05:15:51,TGG - JHB,12/17/2021,1 stop,20:30 - 13:35 (RM195.99)
14/12/2021 05:16:04,TGG - KBR,12/17/2021,1 stop,09:30 - 20:05 (RM406.10)
14/12/2021 05:16:04,TGG - KBR,12/17/2021,1 stop,09:30 - 18:15 (RM346.10)
14/12/2021 05:16:04,TGG - KBR,12/17/2021,1 stop,09:30 - 15:35 (RM346.10)
14/12/2021 05:16:04,TGG - KBR,12/17/2021,1 stop,09:30 - 17:25 (RM346.10)
14/12/2021 05:16:04,TGG - KBR,12/17/2021,1 stop,09:30 - 14:45 (RM296.10)
14/12/2021 05:16:04,TGG - KBR,12/17/2021,1 stop,14:15 - 20:05 (RM406.10)
14/12/2021 05:16:04,TGG - KBR,12/17/2021,1 stop,14:15 - 18:15 (RM346.10)
14/12/2021 05:16:04,TGG - KBR,12/17/2021,1 stop,20:30 - 08:25 (RM346.10)
14/12/2021 05:16:04,TGG - KBR,12/17/2021,1 stop,20:30 - 09:20 (RM366.09)
14/12/2021 05:16:04,TGG - KBR,12/17/2021,1 stop,20:30 - 13:35 (RM346.10)
14/12/2021 05:16:18,TGG - KCH,12/17/2021,1 stop,"09:30 - 18:20 (RM1,696.10)"
14/12/2021 05:16:18,TGG - KCH,12/17/2021,1 stop,09:30 - 22:00 (RM766.09)
14/12/2021 05:16:18,TGG - KCH,12/17/2021,1 stop,"14:15 - 10:55 (RM1,696.10)"
14/12/2021 05:16:18,TGG - KCH,12/17/2021,1 stop,14:15 - 22:00 (RM766.09)
14/12/2021 05:16:18,TGG - KCH,12/17/2021,1 stop,"20:30 - 10:55 (RM1,696.10)"
14/12/2021 05:16:18,TGG - KCH,12/17/2021,1 stop,20:30 - 14:20 (RM766.09)
14/12/2021 05:16:32,TGG - KUL,12/17/2021,Direct,09:30 - 10:30 (RM124.30)
14/12/2021 05:16:32,TGG - KUL,12/17/2021,Direct,14:15 - 15:15 (RM124.30)
14/12/2021 05:16:32,TGG - KUL,12/17/2021,Direct,20:30 - 21:35 (RM124.30)
14/12/2021 05:16:47,TGG - LBU,12/17/2021,1 stop,09:30 - 19:20 (RM456.10)
14/12/2021 05:16:47,TGG - LBU,12/17/2021,1 stop,14:15 - 19:20 (RM456.10)
14/12/2021 05:17:01,TGG - LGK,12/17/2021,1 stop,09:30 - 16:05 (RM376.10)
14/12/2021 05:17:01,TGG - LGK,12/17/2021,1 stop,09:30 - 19:55 (RM376.10)
14/12/2021 05:17:01,TGG - LGK,12/17/2021,1 stop,09:30 - 13:10 (RM506.10)
14/12/2021 05:17:01,TGG - LGK,12/17/2021,1 stop,09:30 - 18:55 (RM326.10)
14/12/2021 05:17:01,TGG - LGK,12/17/2021,1 stop,09:30 - 14:35 (RM376.10)
14/12/2021 05:17:01,TGG - LGK,12/17/2021,1 stop,09:30 - 15:25 (RM376.10)
14/12/2021 05:17:01,TGG - LGK,12/17/2021,1 stop,09:30 - 13:45 (RM416.09)
14/12/2021 05:17:01,TGG - LGK,12/17/2021,1 stop,09:30 - 13:30 (RM416.09)
14/12/2021 05:17:01,TGG - LGK,12/17/2021,1 stop,14:15 - 18:55 (RM326.10)
14/12/2021 05:17:01,TGG - LGK,12/17/2021,1 stop,14:15 - 19:55 (RM376.10)
14/12/2021 05:17:17,TGG - MYY,12/17/2021,1 stop,09:30 - 19:20 (RM716.09)
14/12/2021 05:17:17,TGG - MYY,12/17/2021,1 stop,14:15 - 19:20 (RM716.09)
14/12/2021 05:17:17,TGG - MYY,12/17/2021,1 stop,20:30 - 15:20 (RM646.09)
14/12/2021 05:17:30,TGG - PEN,12/17/2021,1 stop,09:30 - 20:25 (RM326.10)
14/12/2021 05:17:30,TGG - PEN,12/17/2021,1 stop,09:30 - 16:20 (RM346.10)
14/12/2021 05:17:30,TGG - PEN,12/17/2021,1 stop,09:30 - 22:45 (RM326.10)
14/12/2021 05:17:30,TGG - PEN,12/17/2021,1 stop,09:30 - 15:05 (RM282.10)
14/12/2021 05:17:30,TGG - PEN,12/17/2021,1 stop,09:30 - 19:00 (RM326.10)
14/12/2021 05:17:30,TGG - PEN,12/17/2021,1 stop,14:15 - 20:25 (RM326.10)
14/12/2021 05:17:30,TGG - PEN,12/17/2021,1 stop,14:15 - 22:45 (RM326.10)
14/12/2021 05:17:30,TGG - PEN,12/17/2021,1 stop,14:15 - 19:00 (RM326.10)
14/12/2021 05:17:30,TGG - PEN,12/17/2021,1 stop,20:30 - 07:40 (RM282.10)
14/12/2021 05:17:30,TGG - PEN,12/17/2021,1 stop,20:30 - 10:55 (RM282.10)
14/12/2021 05:17:46,TGG - SDK,12/17/2021,1 stop,09:30 - 15:50 (RM596.09)
14/12/2021 05:17:46,TGG - SDK,12/17/2021,1 stop,09:30 - 18:20 (RM656.10)
14/12/2021 05:17:46,TGG - SDK,12/17/2021,1 stop,14:15 - 09:10 (RM656.10)
14/12/2021 05:17:46,TGG - SDK,12/17/2021,1 stop,20:30 - 09:10 (RM656.10)
14/12/2021 05:17:46,TGG - SDK,12/17/2021,1 stop,20:30 - 13:50 (RM736.10)
14/12/2021 05:17:46,TGG - SDK,12/17/2021,1 stop,20:30 - 18:20 (RM816.09)
14/12/2021 05:18:00,TGG - SBW,12/17/2021,1 stop,09:30 - 21:30 (RM796.09)
14/12/2021 05:18:00,TGG - SBW,12/17/2021,1 stop,"14:15 - 09:10 (RM1,196.09)"
14/12/2021 05:18:00,TGG - SBW,12/17/2021,1 stop,14:15 - 21:30 (RM796.09)
14/12/2021 05:18:00,TGG - SBW,12/17/2021,1 stop,"20:30 - 09:10 (RM1,196.09)"
14/12/2021 05:18:38,TWU - AOR,12/17/2021,1 stop,"09:40 - 19:40 (RM1,186.10)"
14/12/2021 05:18:38,TWU - AOR,12/17/2021,1 stop,"09:40 - 17:45 (RM1,216.10)"
14/12/2021 05:18:38,TWU - AOR,12/17/2021,1 stop,10:20 - 19:40 (RM606.10)
14/12/2021 05:18:38,TWU - AOR,12/17/2021,1 stop,10:20 - 17:45 (RM636.10)
14/12/2021 05:18:38,TWU - AOR,12/17/2021,1 stop,14:30 - 07:55 (RM526.10)
14/12/2021 05:18:38,TWU - AOR,12/17/2021,1 stop,16:40 - 07:55 (RM526.10)
14/12/2021 05:18:38,TWU - AOR,12/17/2021,1 stop,18:50 - 12:15 (RM536.10)
14/12/2021 05:18:38,TWU - AOR,12/17/2021,1 stop,18:50 - 07:55 (RM486.10)
14/12/2021 05:18:38,TWU - AOR,12/17/2021,1 stop,21:05 - 07:55 (RM486.10)
14/12/2021 05:18:38,TWU - AOR,12/17/2021,1 stop,21:05 - 12:15 (RM536.10)
14/12/2021 05:18:53,TWU - BKI,12/17/2021,Direct,07:30 - 08:20 (RM174.00)
14/12/2021 05:18:53,TWU - BKI,12/17/2021,Direct,09:00 - 09:50 (RM224.00)
14/12/2021 05:18:53,TWU - BKI,12/17/2021,Direct,10:25 - 11:15 (RM224.00)
14/12/2021 05:18:53,TWU - BKI,12/17/2021,Direct,15:25 - 16:15 (RM224.00)
14/12/2021 05:18:53,TWU - BKI,12/17/2021,Direct,16:35 - 17:25 (RM224.00)
14/12/2021 05:19:07,TWU - BTU,12/17/2021,1 stop,07:30 - 14:25 (RM600.23)
14/12/2021 05:19:07,TWU - BTU,12/17/2021,1 stop,09:00 - 14:25 (RM620.23)
14/12/2021 05:19:07,TWU - BTU,12/17/2021,1 stop,10:25 - 14:25 (RM650.23)
14/12/2021 05:19:33,TWU - JHB,12/17/2021,Direct,15:30 - 18:00 (RM494.30)
14/12/2021 05:19:46,TWU - KBR,12/17/2021,1 stop,"09:40 - 18:15 (RM1,226.10)"
14/12/2021 05:19:46,TWU - KBR,12/17/2021,1 stop,"09:40 - 15:35 (RM1,226.10)"
14/12/2021 05:19:46,TWU - KBR,12/17/2021,1 stop,"09:40 - 20:05 (RM1,286.10)"
14/12/2021 05:19:46,TWU - KBR,12/17/2021,1 stop,"09:40 - 17:25 (RM1,226.10)"
14/12/2021 05:19:46,TWU - KBR,12/17/2021,1 stop,10:20 - 20:05 (RM706.10)
14/12/2021 05:19:46,TWU - KBR,12/17/2021,1 stop,10:20 - 17:25 (RM646.10)
14/12/2021 05:19:46,TWU - KBR,12/17/2021,1 stop,10:20 - 18:15 (RM646.10)
14/12/2021 05:19:46,TWU - KBR,12/17/2021,1 stop,14:30 - 20:05 (RM646.10)
14/12/2021 05:19:46,TWU - KBR,12/17/2021,1 stop,21:05 - 09:20 (RM566.09)
14/12/2021 05:19:46,TWU - KBR,12/17/2021,1 stop,21:05 - 08:25 (RM546.10)
14/12/2021 05:20:00,TWU - KCH,12/17/2021,1 stop,10:25 - 19:20 (RM272.60)
14/12/2021 05:20:00,TWU - KCH,12/17/2021,1 stop,15:25 - 19:20 (RM272.60)
14/12/2021 05:20:11,TWU - KUL,12/17/2021,Direct,"09:40 - 12:25 (RM1,004.30)"
14/12/2021 05:20:11,TWU - KUL,12/17/2021,Direct,10:20 - 13:10 (RM424.30)
14/12/2021 05:20:11,TWU - KUL,12/17/2021,Direct,14:30 - 17:15 (RM364.30)
14/12/2021 05:20:11,TWU - KUL,12/17/2021,Direct,16:40 - 19:25 (RM364.30)
14/12/2021 05:20:11,TWU - KUL,12/17/2021,Direct,18:50 - 21:35 (RM324.30)
14/12/2021 05:20:11,TWU - KUL,12/17/2021,Direct,21:05 - 23:50 (RM324.30)
14/12/2021 05:20:37,TWU - LGK,12/17/2021,1 stop,"09:40 - 19:55 (RM1,256.10)"
14/12/2021 05:20:37,TWU - LGK,12/17/2021,1 stop,"09:40 - 16:05 (RM1,256.10)"
14/12/2021 05:20:37,TWU - LGK,12/17/2021,1 stop,"09:40 - 18:55 (RM1,206.10)"
14/12/2021 05:20:37,TWU - LGK,12/17/2021,1 stop,"09:40 - 15:25 (RM1,256.10)"
14/12/2021 05:20:37,TWU - LGK,12/17/2021,1 stop,10:20 - 19:55 (RM676.10)
14/12/2021 05:20:37,TWU - LGK,12/17/2021,1 stop,10:20 - 18:55 (RM626.10)
14/12/2021 05:20:37,TWU - LGK,12/17/2021,1 stop,10:20 - 16:05 (RM676.10)
14/12/2021 05:20:37,TWU - LGK,12/17/2021,1 stop,14:30 - 19:55 (RM616.10)
14/12/2021 05:20:37,TWU - LGK,12/17/2021,1 stop,"21:05 - 09:05 (RM1,036.10)"
14/12/2021 05:20:37,TWU - LGK,12/17/2021,1 stop,21:05 - 08:20 (RM756.10)
14/12/2021 05:20:51,TWU - MYY,12/17/2021,1 stop,09:00 - 17:30 (RM725.70)
14/12/2021 05:20:51,TWU - MYY,12/17/2021,1 stop,10:25 - 17:30 (RM725.70)
14/12/2021 05:21:03,TWU - PEN,12/17/2021,1 stop,"09:40 - 16:20 (RM1,226.10)"
14/12/2021 05:21:03,TWU - PEN,12/17/2021,1 stop,"09:40 - 15:05 (RM1,162.10)"
14/12/2021 05:21:03,TWU - PEN,12/17/2021,1 stop,"09:40 - 19:00 (RM1,206.10)"
14/12/2021 05:21:03,TWU - PEN,12/17/2021,1 stop,10:20 - 19:00 (RM626.10)
14/12/2021 05:21:03,TWU - PEN,12/17/2021,1 stop,10:20 - 16:20 (RM646.10)
14/12/2021 05:21:03,TWU - PEN,12/17/2021,1 stop,10:20 - 20:25 (RM626.10)
14/12/2021 05:21:03,TWU - PEN,12/17/2021,1 stop,14:30 - 22:45 (RM566.10)
14/12/2021 05:21:03,TWU - PEN,12/17/2021,1 stop,14:30 - 20:25 (RM566.10)
14/12/2021 05:21:03,TWU - PEN,12/17/2021,1 stop,16:40 - 22:45 (RM566.10)
14/12/2021 05:21:03,TWU - PEN,12/17/2021,1 stop,21:05 - 07:40 (RM482.10)
14/12/2021 05:21:17,TWU - SDK,12/17/2021,1 stop,07:30 - 12:25 (RM341.00)
14/12/2021 05:21:17,TWU - SDK,12/17/2021,1 stop,07:30 - 11:10 (RM341.00)
14/12/2021 05:21:17,TWU - SDK,12/17/2021,1 stop,07:30 - 13:35 (RM371.00)
14/12/2021 05:21:17,TWU - SDK,12/17/2021,1 stop,09:00 - 12:25 (RM361.00)
14/12/2021 05:21:17,TWU - SDK,12/17/2021,1 stop,09:00 - 13:35 (RM391.00)
14/12/2021 05:21:17,TWU - SDK,12/17/2021,1 stop,10:25 - 13:35 (RM421.00)
14/12/2021 05:21:33,TWU - SBW,12/17/2021,1 stop,07:30 - 12:00 (RM902.11)
15/12/2021 01:19:24,AOR - BKI,12/18/2021,1 stop,08:20 - 15:25 (RM736.10)
15/12/2021 01:19:24,AOR - BKI,12/18/2021,1 stop,08:20 - 14:35 (RM736.10)
15/12/2021 01:19:24,AOR - BKI,12/18/2021,1 stop,08:20 - 16:15 (RM736.10)
15/12/2021 01:19:24,AOR - BKI,12/18/2021,1 stop,12:40 - 22:30 (RM676.10)
15/12/2021 01:19:24,AOR - BKI,12/18/2021,1 stop,12:40 - 23:30 (RM676.10)
15/12/2021 01:19:24,AOR - BKI,12/18/2021,1 stop,12:40 - 21:40 (RM756.10)
15/12/2021 01:19:24,AOR - BKI,12/18/2021,1 stop,12:40 - 19:55 (RM756.10)
15/12/2021 01:19:24,AOR - BKI,12/18/2021,1 stop,12:40 - 20:35 (RM756.10)
15/12/2021 01:19:24,AOR - BKI,12/18/2021,1 stop,"12:40 - 20:15 (RM1,016.10)"
15/12/2021 01:19:24,AOR - BKI,12/18/2021,1 stop,18:10 - 23:30 (RM656.10)
15/12/2021 01:19:36,AOR - BTU,12/18/2021,1 stop,08:20 - 16:25 (RM426.10)
15/12/2021 01:19:36,AOR - BTU,12/18/2021,1 stop,20:05 - 16:25 (RM476.10)
15/12/2021 01:20:20,AOR - KCH,12/18/2021,1 stop,"08:20 - 14:20 (RM1,266.10)"
15/12/2021 01:20:20,AOR - KCH,12/18/2021,1 stop,08:20 - 22:45 (RM586.10)
